show_id,title,type,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4511,Show 4511,Movie,Director 54,"Actor 46, Actor 3941",India,22-Jun-2021,1952,PG-13,71 min,Children & Family Movies,This is the description for Show 4511.
s4512,Show 4512,Movie,Director 1884,"Actor 676, Actor 3658",Brazil,22-Nov-2020,2009,TV-MA,2 Seasons,Stand-Up Comedy,This is the description for Show 4512.
s4513,Show 4513,Movie,Director 2128,"Actor 164, Actor 3784",France,12-Sep-2021,1938,G,1 Seasons,Stand-Up Comedy,This is the description for Show 4513.
s4514,Show 4514,TV Show,Director 3623,"Actor 299, Actor 2395",India,20-Mar-2020,1927,TV-PG,5 Seasons,Action & Adventure,This is the description for Show 4514.
s4515,Show 4515,Movie,Director 4524,"Actor 412, Actor 3911",South Korea,3-Aug-2021,1944,TV-Y7,5 Seasons,"Dramas, International Movies",This is the description for Show 4515.
s4516,Show 4516,TV Show,Director 2801,"Actor 1577, Actor 2278",France,18-Oct-2021,1964,PG,5 Seasons,Documentaries,This is the description for Show 4516.
s4517,Show 4517,Movie,Director 605,"Actor 1663, Actor 2771",Brazil,3-Apr-2020,2009,Unrated,8 Seasons,"Comedies, Dramas",This is the description for Show 4517.
s4518,Show 4518,Movie,Director 2941,"Actor 520, Actor 2985",Japan,4-Oct-2020,1932,R,4 Seasons,Romantic Movies,This is the description for Show 4518.
s4519,Show 4519,Movie,Director 2244,"Actor 150, Actor 3888",Canada,18-Oct-2020,1962,PG-13,150 min,"Dramas, Independent Movies",This is the description for Show 4519.
s4520,Show 4520,TV Show,Director 2177,"Actor 536, Actor 2805",India,2-Feb-2020,1960,TV-PG,3 Seasons,Romantic Movies,This is the description for Show 4520.
s4521,Show 4521,TV Show,Director 4337,"Actor 52, Actor 2021",India,16-Apr-2020,2016,TV-MA,134 min,"Comedies, Dramas",This is the description for Show 4521.
s4522,Show 4522,Movie,Director 259,"Actor 1202, Actor 2432",South Korea,9-Jul-2021,1967,R,2 Seasons,Children & Family Movies,This is the description for Show 4522.
s4523,Show 4523,Movie,Director 180,"Actor 317, Actor 3773",Japan,26-Jul-2020,1960,TV-NR,133 min,Stand-Up Comedy,This is the description for Show 4523.
s4524,Show 4524,TV Show,Director 2291,"Actor 1111, Actor 2952",Germany,18-Oct-2020,2019,PG,6 Seasons,Thrillers,This is the description for Show 4524.
s4525,Show 4525,TV Show,Director 1050,"Actor 570, Actor 3315",Germany,25-Feb-2021,2005,TV-14,9 Seasons,Romantic Movies,This is the description for Show 4525.
s4526,Show 4526,Movie,Director 1299,"Actor 170, Actor 3959",France,2-Jan-2021,1969,Unrated,111 min,Children & Family Movies,This is the description for Show 4526.
s4527,Show 4527,Movie,Director 1109,"Actor 1681, Actor 3796",Spain,5-Feb-2021,1991,UR,3 Seasons,"Comedies, Dramas",This is the description for Show 4527.
s4528,Show 4528,TV Show,Director 1687,"Actor 1686, Actor 2860",Canada,13-Jan-2020,1946,TV-18,94 min,"Dramas, International Movies",This is the description for Show 4528.
s4529,Show 4529,TV Show,Director 3959,"Actor 706, Actor 2847",South Korea,9-Dec-2021,1970,PG,3 Seasons,Action & Adventure,This is the description for Show 4529.
s4530,Show 4530,TV Show,Director 2883,"Actor 1990, Actor 2007",Canada,21-Jan-2020,1946,TV-PG,97 min,Documentaries,This is the description for Show 4530.
s4531,Show 4531,TV Show,Director 3173,"Actor 1697, Actor 2308",Germany,11-Jan-2021,1984,TV-G,79 min,"Dramas, Independent Movies",This is the description for Show 4531.
s4532,Show 4532,Movie,Director 4121,"Actor 309, Actor 3944",United States,3-Jan-2020,1930,TV-NR,4 Seasons,Horror Movies,This is the description for Show 4532.
s4533,Show 4533,TV Show,Director 65,"Actor 690, Actor 2038",Canada,18-Dec-2020,2008,TV-MA,8 Seasons,"Dramas, International Movies",This is the description for Show 4533.
s4534,Show 4534,Movie,Director 72,"Actor 1410, Actor 3122",South Korea,17-Mar-2021,1998,NR,6 Seasons,"Dramas, International Movies",This is the description for Show 4534.
s4535,Show 4535,Movie,Director 4381,"Actor 1743, Actor 3207",South Korea,27-Sep-2021,2001,NC-17,60 min,Romantic Movies,This is the description for Show 4535.
s4536,Show 4536,Movie,Director 3505,"Actor 1599, Actor 2607",United Kingdom,7-Aug-2021,1965,PG-13,177 min,Children & Family Movies,This is the description for Show 4536.
s4537,Show 4537,TV Show,Director 1421,"Actor 897, Actor 2440",Spain,17-May-2020,1967,TV-PG,8 Seasons,Romantic Movies,This is the description for Show 4537.
s4538,Show 4538,TV Show,Director 3110,"Actor 1049, Actor 3815",India,20-Sep-2020,1929,TV-13,166 min,Action & Adventure,This is the description for Show 4538.
s4539,Show 4539,Movie,Director 3136,"Actor 1320, Actor 3132",Germany,17-Aug-2020,1961,TV-Y7-FV,4 Seasons,Romantic Movies,This is the description for Show 4539.
s4540,Show 4540,TV Show,Director 1536,"Actor 291, Actor 3621",Spain,12-May-2020,1939,Unrated,166 min,Documentaries,This is the description for Show 4540.
s4541,Show 4541,Movie,Director 305,"Actor 1515, Actor 3615",Germany,20-Jun-2020,1972,PG,10 Seasons,Action & Adventure,This is the description for Show 4541.
s4542,Show 4542,Movie,Director 4017,"Actor 1898, Actor 3886",United States,28-Jun-2021,1995,R,2 Seasons,Stand-Up Comedy,This is the description for Show 4542.
s4543,Show 4543,TV Show,Director 2265,"Actor 222, Actor 2300",Japan,21-Nov-2021,1974,TV-Y7,93 min,"Dramas, International Movies",This is the description for Show 4543.
s4544,Show 4544,Movie,Director 2819,"Actor 271, Actor 2974",United Kingdom,27-Mar-2021,1973,TV-G,154 min,"Dramas, International Movies",This is the description for Show 4544.
s4545,Show 4545,Movie,Director 2374,"Actor 1853, Actor 3924",Germany,4-Sep-2020,1975,PG,167 min,Stand-Up Comedy,This is the description for Show 4545.
s4546,Show 4546,Movie,Director 2876,"Actor 361, Actor 3087",India,8-Sep-2021,1934,TV-MA,113 min,"Dramas, Independent Movies",This is the description for Show 4546.
s4547,Show 4547,TV Show,Director 3006,"Actor 944, Actor 2957",United Kingdom,23-Oct-2021,2011,UR,5 Seasons,Horror Movies,This is the description for Show 4547.
s4548,Show 4548,TV Show,Director 3559,"Actor 1993, Actor 2286",Japan,11-Nov-2020,1945,TV-G,64 min,"Comedies, Dramas",This is the description for Show 4548.
s4549,Show 4549,TV Show,Director 2043,"Actor 775, Actor 2002",United States,21-Jun-2020,1973,NR,9 Seasons,Romantic Movies,This is the description for Show 4549.
s4550,Show 4550,TV Show,Director 3371,"Actor 1664, Actor 3092",France,10-Oct-2020,1981,PG,2 Seasons,Children & Family Movies,This is the description for Show 4550.
s4551,Show 4551,Movie,Director 3309,"Actor 857, Actor 3736",Germany,4-May-2021,1997,NC-17,118 min,Romantic Movies,This is the description for Show 4551.
s4552,Show 4552,Movie,Director 3727,"Actor 1621, Actor 2776",France,7-Feb-2021,1933,TV-PG,6 Seasons,"Dramas, Independent Movies",This is the description for Show 4552.
s4553,Show 4553,Movie,Director 2421,"Actor 497, Actor 2360",Canada,25-Nov-2021,1988,TV-13,100 min,"Dramas, International Movies",This is the description for Show 4553.
s4554,Show 4554,TV Show,Director 1069,"Actor 160, Actor 3286",Brazil,13-Apr-2020,1997,TV-18,100 min,"Dramas, International Movies",This is the description for Show 4554.
s4555,Show 4555,TV Show,Director 1252,"Actor 1083, Actor 3748",United States,18-Jun-2021,1947,TV-PG,108 min,Children & Family Movies,This is the description for Show 4555.
s4556,Show 4556,Movie,Director 3541,"Actor 392, Actor 2068",Canada,14-Jun-2020,1988,TV-Y7-FV,156 min,"Dramas, International Movies",This is the description for Show 4556.
s4557,Show 4557,TV Show,Director 108,"Actor 1717, Actor 2225",Canada,5-Mar-2020,2004,TV-14,96 min,Horror Movies,This is the description for Show 4557.
s4558,Show 4558,TV Show,Director 2318,"Actor 661, Actor 3903",India,25-Jul-2020,2014,TV-PG,77 min,"Dramas, Independent Movies",This is the description for Show 4558.
s4559,Show 4559,TV Show,Director 2023,"Actor 1764, Actor 3097",India,19-Feb-2020,1997,G,1 Seasons,Romantic Movies,This is the description for Show 4559.
s4560,Show 4560,TV Show,Director 1917,"Actor 1020, Actor 2528",France,21-Apr-2020,1939,TV-Y7-FV,6 Seasons,Horror Movies,This is the description for Show 4560.
s4561,Show 4561,TV Show,Director 3308,"Actor 1676, Actor 3961",Germany,21-May-2020,2019,TV-M,3 Seasons,"Dramas, International Movies",This is the description for Show 4561.
s4562,Show 4562,Movie,Director 925,"Actor 1067, Actor 3914",South Korea,14-Jun-2021,1998,NC-17,7 Seasons,Action & Adventure,This is the description for Show 4562.
s4563,Show 4563,TV Show,Director 4241,"Actor 842, Actor 3110",Spain,16-Jan-2020,1999,R,8 Seasons,"Comedies, Dramas",This is the description for Show 4563.
s4564,Show 4564,TV Show,Director 893,"Actor 1945, Actor 3793",Brazil,15-Jan-2020,1966,NR,102 min,Horror Movies,This is the description for Show 4564.
s4565,Show 4565,TV Show,Director 3212,"Actor 444, Actor 2558",India,12-Nov-2021,1926,TV-Y7,106 min,Documentaries,This is the description for Show 4565.
s4566,Show 4566,Movie,Director 2938,"Actor 234, Actor 3391",Spain,5-May-2021,1987,TV-M,6 Seasons,Stand-Up Comedy,This is the description for Show 4566.
s4567,Show 4567,TV Show,Director 1519,"Actor 797, Actor 3367",Spain,28-Feb-2020,1949,PG,137 min,Stand-Up Comedy,This is the description for Show 4567.
s4568,Show 4568,TV Show,Director 3772,"Actor 1389, Actor 2849",Spain,16-Aug-2020,2006,TV-M,6 Seasons,Stand-Up Comedy,This is the description for Show 4568.
s4569,Show 4569,Movie,Director 4283,"Actor 1817, Actor 2272",Spain,7-Dec-2021,2016,TV-NR,2 Seasons,"Comedies, Dramas",This is the description for Show 4569.
s4570,Show 4570,TV Show,Director 431,"Actor 1336, Actor 3839",India,6-Jan-2021,1939,R,10 Seasons,"Dramas, International Movies",This is the description for Show 4570.
s4571,Show 4571,Movie,Director 1202,"Actor 177, Actor 2639",India,22-Jul-2020,2017,TV-NR,80 min,Action & Adventure,This is the description for Show 4571.
s4572,Show 4572,TV Show,Director 4349,"Actor 86, Actor 3199",Japan,15-Sep-2020,1972,TV-PG,1 Seasons,Documentaries,This is the description for Show 4572.
s4573,Show 4573,Movie,Director 2767,"Actor 750, Actor 3139",Germany,13-Dec-2020,2004,TV-M,69 min,Thrillers,This is the description for Show 4573.
s4574,Show 4574,Movie,Director 2697,"Actor 300, Actor 3351",United Kingdom,7-Nov-2021,1960,UR,120 min,Romantic Movies,This is the description for Show 4574.
s4575,Show 4575,TV Show,Director 1825,"Actor 1480, Actor 2359",South Korea,13-Mar-2021,2001,TV-Y7,147 min,Documentaries,This is the description for Show 4575.
s4576,Show 4576,TV Show,Director 518,"Actor 1800, Actor 2489",India,24-Dec-2021,1977,PG-13,155 min,Children & Family Movies,This is the description for Show 4576.
s4577,Show 4577,Movie,Director 3719,"Actor 724, Actor 2410",South Korea,6-Nov-2021,1985,TV-MA,4 Seasons,"Dramas, International Movies",This is the description for Show 4577.
s4578,Show 4578,Movie,Director 1397,"Actor 1409, Actor 3114",France,15-Jan-2020,2018,UR,166 min,"Dramas, International Movies",This is the description for Show 4578.
s4579,Show 4579,TV Show,Director 2390,"Actor 441, Actor 3875",Germany,28-May-2020,1991,TV-PG,102 min,Horror Movies,This is the description for Show 4579.
s4580,Show 4580,Movie,Director 505,"Actor 1763, Actor 3950",Spain,3-Dec-2021,2010,TV-Y7-FV,9 Seasons,Thrillers,This is the description for Show 4580.
s4581,Show 4581,TV Show,Director 2220,"Actor 535, Actor 2494",United Kingdom,16-Sep-2020,1987,NR,102 min,Action & Adventure,This is the description for Show 4581.
s4582,Show 4582,Movie,Director 3058,"Actor 1437, Actor 2184",United Kingdom,3-Jul-2020,1977,TV-Y7-FV,61 min,"Dramas, International Movies",This is the description for Show 4582.
s4583,Show 4583,TV Show,Director 4383,"Actor 851, Actor 3418",Spain,27-Apr-2020,1949,TV-13,118 min,Thrillers,This is the description for Show 4583.
s4584,Show 4584,TV Show,Director 3636,"Actor 88, Actor 3866",Spain,18-Apr-2021,1941,PG-13,174 min,Children & Family Movies,This is the description for Show 4584.
s4585,Show 4585,Movie,Director 474,"Actor 1425, Actor 3900",Germany,21-May-2021,2009,NR,117 min,Children & Family Movies,This is the description for Show 4585.
s4586,Show 4586,Movie,Director 3440,"Actor 1515, Actor 3494",Japan,17-May-2020,2006,TV-MA,5 Seasons,Thrillers,This is the description for Show 4586.
s4587,Show 4587,Movie,Director 3414,"Actor 1335, Actor 2839",United Kingdom,11-Dec-2021,1943,NR,134 min,"Comedies, Dramas",This is the description for Show 4587.
s4588,Show 4588,TV Show,Director 1829,"Actor 1613, Actor 2623",United States,12-Aug-2021,1950,TV-PG,155 min,Action & Adventure,This is the description for Show 4588.
s4589,Show 4589,Movie,Director 1717,"Actor 1260, Actor 3576",Spain,5-Jan-2021,1997,NR,5 Seasons,"Dramas, International Movies",This is the description for Show 4589.
s4590,Show 4590,TV Show,Director 2071,"Actor 1886, Actor 2853",Canada,4-Feb-2020,1967,TV-14,4 Seasons,"Dramas, International Movies",This is the description for Show 4590.
s4591,Show 4591,TV Show,Director 1808,"Actor 95, Actor 2474",Canada,20-Sep-2021,1968,G,5 Seasons,Thrillers,This is the description for Show 4591.
s4592,Show 4592,TV Show,Director 3045,"Actor 191, Actor 2488",Brazil,28-Aug-2021,2002,TV-Y,142 min,Children & Family Movies,This is the description for Show 4592.
s4593,Show 4593,Movie,Director 2529,"Actor 1628, Actor 2624",United States,19-Apr-2021,1934,TV-Y7-FV,132 min,Thrillers,This is the description for Show 4593.
s4594,Show 4594,TV Show,Director 4175,"Actor 579, Actor 3426",Germany,2-Jul-2020,1991,TV-G,76 min,Stand-Up Comedy,This is the description for Show 4594.
s4595,Show 4595,Movie,Director 3956,"Actor 374, Actor 3282",Canada,26-Aug-2020,1962,TV-PG,8 Seasons,Action & Adventure,This is the description for Show 4595.
s4596,Show 4596,TV Show,Director 3094,"Actor 204, Actor 2917",Japan,10-Nov-2020,1980,TV-Y,123 min,Documentaries,This is the description for Show 4596.
s4597,Show 4597,Movie,Director 3207,"Actor 1591, Actor 2930",South Korea,4-Jun-2021,2009,G,8 Seasons,Romantic Movies,This is the description for Show 4597.
s4598,Show 4598,TV Show,Director 500,"Actor 55, Actor 2483",India,10-Aug-2021,1959,TV-NR,160 min,Romantic Movies,This is the description for Show 4598.
s4599,Show 4599,TV Show,Director 3369,"Actor 749, Actor 2636",Germany,20-May-2021,2010,R,92 min,Children & Family Movies,This is the description for Show 4599.
s4600,Show 4600,TV Show,Director 1399,"Actor 664, Actor 3197",France,13-Sep-2021,1967,R,4 Seasons,"Dramas, International Movies",This is the description for Show 4600.
s4601,Show 4601,TV Show,Director 2066,"Actor 552, Actor 3541",India,5-Jul-2021,2019,TV-Y7,180 min,Romantic Movies,This is the description for Show 4601.
s4602,Show 4602,Movie,Director 3749,"Actor 931, Actor 3499",Canada,26-Nov-2020,1967,TV-13,136 min,Action & Adventure,This is the description for Show 4602.
s4603,Show 4603,Movie,Director 1367,"Actor 1653, Actor 3345",Canada,16-Sep-2020,2020,TV-Y,10 Seasons,Thrillers,This is the description for Show 4603.
s4604,Show 4604,TV Show,Director 2138,"Actor 615, Actor 2725",United States,16-Nov-2020,1998,NC-17,105 min,Documentaries,This is the description for Show 4604.
s4605,Show 4605,TV Show,Director 4404,"Actor 735, Actor 3667",Japan,3-Oct-2021,1966,TV-Y,141 min,Horror Movies,This is the description for Show 4605.
s4606,Show 4606,Movie,Director 1423,"Actor 17, Actor 3291",France,19-Dec-2021,1984,NC-17,102 min,"Dramas, Independent Movies",This is the description for Show 4606.
s4607,Show 4607,TV Show,Director 1813,"Actor 570, Actor 2434",Spain,16-Apr-2021,1986,TV-Y,171 min,"Comedies, Dramas",This is the description for Show 4607.
s4608,Show 4608,TV Show,Director 147,"Actor 464, Actor 3898",Germany,5-Dec-2020,2005,R,7 Seasons,Stand-Up Comedy,This is the description for Show 4608.
s4609,Show 4609,Movie,Director 1117,"Actor 858, Actor 3816",United States,27-Mar-2021,1979,Unrated,2 Seasons,Documentaries,This is the description for Show 4609.
s4610,Show 4610,Movie,Director 96,"Actor 900, Actor 2995",Spain,11-Aug-2021,1934,G,4 Seasons,Romantic Movies,This is the description for Show 4610.
s4611,Show 4611,Movie,Director 161,"Actor 1788, Actor 2726",United States,10-Jan-2021,1945,TV-Y7,4 Seasons,Romantic Movies,This is the description for Show 4611.
s4612,Show 4612,TV Show,Director 2359,"Actor 5, Actor 2533",Japan,28-Dec-2021,1996,Unrated,134 min,Stand-Up Comedy,This is the description for Show 4612.
s4613,Show 4613,TV Show,Director 2879,"Actor 1057, Actor 2033",Canada,17-Jun-2020,2005,TV-G,4 Seasons,"Comedies, Dramas",This is the description for Show 4613.
s4614,Show 4614,Movie,Director 417,"Actor 713, Actor 2401",France,15-Oct-2020,1935,TV-Y7-FV,9 Seasons,"Dramas, Independent Movies",This is the description for Show 4614.
s4615,Show 4615,Movie,Director 3972,"Actor 314, Actor 3675",South Korea,11-Dec-2021,1962,PG-13,8 Seasons,Stand-Up Comedy,This is the description for Show 4615.
s4616,Show 4616,TV Show,Director 4141,"Actor 351, Actor 3150",Brazil,27-Jul-2021,1968,Unrated,10 Seasons,Children & Family Movies,This is the description for Show 4616.
s4617,Show 4617,TV Show,Director 3915,"Actor 1730, Actor 3463",Brazil,18-May-2021,1971,NR,113 min,"Dramas, International Movies",This is the description for Show 4617.
s4618,Show 4618,TV Show,Director 1392,"Actor 1625, Actor 3739",Germany,23-Apr-2021,1996,UR,85 min,Documentaries,This is the description for Show 4618.
s4619,Show 4619,TV Show,Director 4175,"Actor 1211, Actor 3214",Canada,10-Aug-2021,1999,TV-Y,1 Seasons,Stand-Up Comedy,This is the description for Show 4619.
s4620,Show 4620,Movie,Director 3722,"Actor 1651, Actor 3087",Spain,10-Aug-2020,1925,PG-13,62 min,Thrillers,This is the description for Show 4620.
s4621,Show 4621,Movie,Director 4185,"Actor 390, Actor 3101",France,11-Nov-2021,2018,PG,4 Seasons,Romantic Movies,This is the description for Show 4621.
s4622,Show 4622,Movie,Director 924,"Actor 1094, Actor 3633",Canada,11-May-2020,1987,NC-17,111 min,"Dramas, International Movies",This is the description for Show 4622.
s4623,Show 4623,TV Show,Director 3811,"Actor 1574, Actor 3477",Spain,18-Apr-2021,1936,Unrated,98 min,Stand-Up Comedy,This is the description for Show 4623.
s4624,Show 4624,TV Show,Director 1319,"Actor 1276, Actor 3908",Spain,10-Aug-2021,1929,TV-18,166 min,Action & Adventure,This is the description for Show 4624.
s4625,Show 4625,Movie,Director 1496,"Actor 1730, Actor 2740",United Kingdom,19-Sep-2021,1998,PG,3 Seasons,"Dramas, Independent Movies",This is the description for Show 4625.
